Country,wc_year,rating,adapted
Zanzibar,1958,NA,FALSE
Zimbabwe,1958,NA,FALSE
Afghanistan,1962,NA,FALSE
Albania,1962,NA,FALSE
Algeria,1962,NA,FALSE
Andorra,1962,NA,FALSE
Angola,1962,NA,FALSE
Anguilla,1962,NA,FALSE
Antigua and Barbuda,1962,NA,FALSE
Argentina,1962,NA,FALSE
Armenia,1962,NA,FALSE
Aruba,1962,NA,FALSE
Australia,1962,NA,FALSE
Austria,1962,NA,FALSE
Azerbaijan,1962,NA,FALSE
Bahamas,1962,NA,FALSE
Bahrain,1962,NA,FALSE
Bangladesh,1962,NA,FALSE
Barbados,1962,NA,FALSE
Belarus,1962,NA,FALSE
Belgium,1962,NA,FALSE
Belize,1962,NA,FALSE
Benin,1962,NA,FALSE
Bermuda,1962,NA,FALSE
Bhutan,1962,NA,FALSE
Bolivia,1962,NA,FALSE
Bolivia,1962,NA,FALSE
Bonaire,1962,NA,FALSE
Bosnia and Herzegovina,1962,NA,FALSE
Botswana,1962,NA,FALSE
Brazil,1962,NA,FALSE
British Guiana,1962,NA,FALSE
British Virgin Islands,1962,NA,FALSE
Brunei,1962,NA,FALSE
Bulgaria,1962,NA,FALSE
Burkina Faso,1962,NA,FALSE
Burma,1962,NA,FALSE
Burundi,1962,NA,FALSE
Cambodia,1962,NA,FALSE
Cameroon,1962,NA,FALSE
Canada,1962,NA,FALSE
Cape Verde,1962,NA,FALSE
Cayman Islands,1962,NA,FALSE
Central African Republic,1962,NA,FALSE
Ceylon,1962,NA,FALSE
Chad,1962,NA,FALSE
Chagos Islands,1962,NA,FALSE
Chile,1962,NA,FALSE
China,1962,NA,FALSE
Christmas Island,1962,NA,FALSE
Cocos Islands,1962,NA,FALSE
Colombia,1962,NA,FALSE
Comoros,1962,NA,FALSE
Congo,1962,NA,FALSE
Congo-Brazzaville,1962,NA,FALSE
Cook Islands,1962,NA,FALSE
Costa Rica,1962,NA,FALSE
Croatia,1962,NA,FALSE
Cuba,1962,NA,FALSE
Curaçao,1962,NA,FALSE
Cyprus,1962,NA,FALSE
Czechia,1962,NA,FALSE
Czechoslovakia,1962,NA,FALSE
Dahomey,1962,NA,FALSE
Democratic Republic of Congo,1962,NA,FALSE
Denmark,1962,NA,FALSE
Djibouti,1962,NA,FALSE
Dominica,1962,NA,FALSE
Dominican Republic,1962,NA,FALSE
East Germany,1962,NA,FALSE
East Timor,1962,NA,FALSE
Eastern Samoa,1962,NA,FALSE
Ecuador,1962,NA,FALSE
Egypt,1962,NA,FALSE
El Salvador,1962,NA,FALSE
England,1962,2050,FALSE
Equatorial Guinea,1962,NA,FALSE
Eritrea,1962,NA,FALSE
Estonia,1962,NA,FALSE
Eswatini,1962,NA,FALSE
Ethiopia,1962,NA,FALSE
Falkland Islands,1962,NA,FALSE
Faroe Islands,1962,NA,FALSE
Federated States of Micronesia,1962,NA,FALSE
Fiji,1962,NA,FALSE
Finland,1962,NA,FALSE
France,1962,NA,FALSE
French Guiana,1962,NA,FALSE
Gabon,1962,NA,FALSE
Gambia,1962,NA,FALSE
Georgia,1962,NA,FALSE
Germany,1962,NA,FALSE
Ghana,1962,NA,FALSE
Gibraltar,1962,NA,FALSE
Greece,1962,NA,FALSE
Greenland,1962,NA,FALSE
Grenada,1962,NA,FALSE
Guadeloupe,1962,NA,FALSE
Guam,1962,NA,FALSE
Guatemala,1962,NA,FALSE
Guinea,1962,NA,FALSE
Guinea-Bissau,1962,NA,FALSE
Guyana,1962,NA,FALSE
Haiti,1962,NA,FALSE
Honduras,1962,NA,FALSE
Hong Kong,1962,NA,FALSE
Hungary,1962,NA,FALSE
Iceland,1962,NA,FALSE
India,1962,NA,FALSE
Indonesia,1962,NA,FALSE
Iran,1962,NA,FALSE
Iraq,1962,NA,FALSE
Ireland,1962,1325,FALSE
Israel,1962,NA,FALSE
Italy,1962,NA,FALSE
Ivory Coast,1962,NA,FALSE
Jamaica,1962,NA,FALSE
Japan,1962,NA,FALSE
Jordan,1962,NA,FALSE
Kazakhstan,1962,NA,FALSE
Kenya,1962,NA,FALSE
Khmer Republic,1962,NA,FALSE
Kiribati,1962,NA,FALSE
Kosovo,1962,NA,FALSE
Kurdistan,1962,NA,FALSE
Kuwait,1962,NA,FALSE
Kyrgyzstan,1962,NA,FALSE
Laos,1962,NA,FALSE
Latvia,1962,NA,FALSE
Lebanon,1962,NA,FALSE
Lesotho,1962,NA,FALSE
Liberia,1962,NA,FALSE
Libya,1962,NA,FALSE
Liechtenstein,1962,NA,FALSE
Lithuania,1962,NA,FALSE
Luxembourg,1962,NA,FALSE
Macao,1962,NA,FALSE
Macedonia,1962,NA,FALSE
Madagascar,1962,NA,FALSE
Malawi,1962,NA,FALSE
Malaya,1962,NA,FALSE
Malaysia,1962,NA,FALSE
Maldives,1962,NA,FALSE
Mali,1962,NA,FALSE
Malta,1962,NA,FALSE
Marshall Islands,1962,NA,FALSE
Martinique,1962,NA,FALSE
Mauritania,1962,NA,FALSE
Mauritius,1962,NA,FALSE
Mayotte,1962,NA,FALSE
Mexico,1962,NA,FALSE
Moldova,1962,NA,FALSE
Monaco,1962,NA,FALSE
Mongolia,1962,NA,FALSE
Montenegro,1962,NA,FALSE
Montserrat,1962,NA,FALSE
Morocco,1962,NA,FALSE
Mozambique,1962,NA,FALSE
Myanmar,1962,NA,FALSE
Namibia,1962,NA,FALSE
Nepal,1962,NA,FALSE
Netherlands,1962,NA,FALSE
Netherlands Antilles,1962,NA,FALSE
New Caledonia,1962,NA,FALSE
New Zealand,1962,NA,FALSE
Nicaragua,1962,NA,FALSE
Niger,1962,NA,FALSE
Nigeria,1962,NA,FALSE
Niue,1962,NA,FALSE
North Korea,1962,NA,FALSE
North Macedonia,1962,NA,FALSE
North Vietnam,1962,NA,FALSE
North Yemen,1962,NA,FALSE
Northern Cyprus,1962,NA,FALSE
Northern Ireland,1962,NA,FALSE
Northern Mariana Islands,1962,NA,FALSE
Northern Rhodesia,1962,NA,FALSE
Norway,1962,NA,FALSE
Oman,1962,NA,FALSE
Pakistan,1962,NA,FALSE
Palau,1962,NA,FALSE
Palestine,1962,NA,FALSE
Palestine,1962,NA,FALSE
Panama,1962,NA,FALSE
Papua New Guinea,1962,NA,FALSE
Paraguay,1962,NA,FALSE
Peru,1962,NA,FALSE
Philippines,1962,NA,FALSE
Poland,1962,NA,FALSE
Portugal,1962,NA,FALSE
Puerto Rico,1962,NA,FALSE
Qatar,1962,NA,FALSE
Reunion,1962,NA,FALSE
Romania,1962,NA,FALSE
Russia,1962,NA,FALSE
Rwanda,1962,NA,FALSE
Saba,1962,NA,FALSE
Saint Barthelemy,1962,NA,FALSE
Saint Kitts and Nevis,1962,NA,FALSE
Saint Lucia,1962,NA,FALSE
Saint Martin,1962,NA,FALSE
Saint Pierre and Miquelon,1962,NA,FALSE
Saint Vincent and the Grenadines,1962,NA,FALSE
Samoa,1962,NA,FALSE
San Marino,1962,NA,FALSE
Sao Tome and Principe,1962,NA,FALSE
Saudi Arabia,1962,NA,FALSE
Scotland,1962,1991,FALSE
Senegal,1962,NA,FALSE
Serbia,1962,NA,FALSE
Serbia and Montenegro,1962,NA,FALSE
Seychelles,1962,NA,FALSE
Sierra Leone,1962,NA,FALSE
Singapore,1962,NA,FALSE
Sint Eustatius,1962,NA,FALSE
Sint Maarten,1962,NA,FALSE
Slovakia,1962,NA,FALSE
Slovenia,1962,NA,FALSE
Solomon Islands,1962,NA,FALSE
Somalia,1962,NA,FALSE
Somaliland,1962,NA,FALSE
South Africa,1962,NA,FALSE
South Korea,1962,NA,FALSE
South Sudan,1962,NA,FALSE
South Vietnam,1962,NA,FALSE
South Yemen,1962,NA,FALSE
Southern Rhodesia,1962,NA,FALSE
Soviet Union,1962,NA,FALSE
Spain,1962,NA,FALSE
Sri Lanka,1962,NA,FALSE
Sudan,1962,NA,FALSE
Surinam,1962,NA,FALSE
Suriname,1962,NA,FALSE
Swaziland,1962,NA,FALSE
Sweden,1962,NA,FALSE
Switzerland,1962,NA,FALSE
Syria,1962,NA,FALSE
Tahiti,1962,NA,FALSE
Taiwan,1962,NA,FALSE
Tajikistan,1962,NA,FALSE
Tanganyika,1962,NA,FALSE
Tanzania,1962,NA,FALSE
Thailand,1962,NA,FALSE
Tibet,1962,NA,FALSE
Togo,1962,NA,FALSE
Tonga,1962,NA,FALSE
Trinidad and Tobago,1962,NA,FALSE
Tunisia,1962,NA,FALSE
Turkey,1962,NA,FALSE
Turkmenistan,1962,NA,FALSE
Turks and Caicos Islands,1962,NA,FALSE
Tuvalu,1962,NA,FALSE
Uganda,1962,NA,FALSE
Ukraine,1962,NA,FALSE
United Arab Emirates,1962,NA,FALSE
United Arab Republic,1962,NA,FALSE
United States,1962,NA,FALSE
Upper Volta,1962,NA,FALSE
Uruguay,1962,NA,FALSE
US Virgin Islands,1962,NA,FALSE
Uzbekistan,1962,NA,FALSE
Vanuatu,1962,NA,FALSE
Vatican,1962,NA,FALSE
Venezuela,1962,NA,FALSE
Vietnam,1962,NA,FALSE
Wales,1962,1439,FALSE
Wallis and Futuna,1962,NA,FALSE
West Germany,1962,NA,FALSE
Western Sahara,1962,NA,FALSE
Yemen,1962,NA,FALSE
Yugoslavia,1962,NA,FALSE
Zambia,1962,NA,FALSE
Zanzibar,1962,NA,FALSE
Zimbabwe,1962,NA,FALSE
Afghanistan,1966,NA,FALSE
Albania,1966,NA,FALSE
Algeria,1966,NA,FALSE
Andorra,1966,NA,FALSE
Angola,1966,NA,FALSE
Anguilla,1966,NA,FALSE
Antigua and Barbuda,1966,NA,FALSE
Argentina,1966,NA,FALSE
Armenia,1966,NA,FALSE
Aruba,1966,NA,FALSE
Australia,1966,NA,FALSE
Austria,1966,NA,FALSE
Azerbaijan,1966,NA,FALSE
Bahamas,1966,NA,FALSE
Bahrain,1966,NA,FALSE
Bangladesh,1966,NA,FALSE
Barbados,1966,NA,FALSE
Belarus,1966,NA,FALSE
Belgium,1966,NA,FALSE
Belize,1966,NA,FALSE
Benin,1966,NA,FALSE
Bermuda,1966,NA,FALSE
Bhutan,1966,NA,FALSE
Bolivia,1966,NA,FALSE
Bolivia,1966,NA,FALSE
Bonaire,1966,NA,FALSE
Bosnia and Herzegovina,1966,NA,FALSE
Botswana,1966,NA,FALSE
Brazil,1966,NA,FALSE
British Guiana,1966,NA,FALSE
British Virgin Islands,1966,NA,FALSE
Brunei,1966,NA,FALSE
Bulgaria,1966,NA,FALSE
Burkina Faso,1966,NA,FALSE
Burma,1966,NA,FALSE
Burundi,1966,NA,FALSE
Cambodia,1966,NA,FALSE
Cameroon,1966,NA,FALSE
Canada,1966,NA,FALSE
Cape Verde,1966,NA,FALSE
Cayman Islands,1966,NA,FALSE
Central African Republic,1966,NA,FALSE
Ceylon,1966,NA,FALSE
Chad,1966,NA,FALSE
Chagos Islands,1966,NA,FALSE
Chile,1966,NA,FALSE
China,1966,NA,FALSE
Christmas Island,1966,NA,FALSE
Cocos Islands,1966,NA,FALSE
Colombia,1966,NA,FALSE
Comoros,1966,NA,FALSE
Congo,1966,NA,FALSE
Congo-Brazzaville,1966,NA,FALSE
Cook Islands,1966,NA,FALSE
Costa Rica,1966,NA,FALSE
Croatia,1966,NA,FALSE
Cuba,1966,NA,FALSE
Curaçao,1966,NA,FALSE
Cyprus,1966,NA,FALSE
Czechia,1966,NA,FALSE
Czechoslovakia,1966,NA,FALSE
Dahomey,1966,NA,FALSE
Democratic Republic of Congo,1966,NA,FALSE
Denmark,1966,NA,FALSE
Djibouti,1966,NA,FALSE
Dominica,1966,NA,FALSE
Dominican Republic,1966,NA,FALSE
East Germany,1966,NA,FALSE
East Timor,1966,NA,FALSE
Eastern Samoa,1966,NA,FALSE
Ecuador,1966,NA,FALSE
Egypt,1966,NA,FALSE
El Salvador,1966,NA,FALSE
England,1966,2050,FALSE
Equatorial Guinea,1966,NA,FALSE
Eritrea,1966,NA,FALSE
Estonia,1966,NA,FALSE
Eswatini,1966,NA,FALSE
Ethiopia,1966,NA,FALSE
Falkland Islands,1966,NA,FALSE
Faroe Islands,1966,NA,FALSE
Federated States of Micronesia,1966,NA,FALSE
Fiji,1966,NA,FALSE
Finland,1966,NA,FALSE
France,1966,NA,FALSE
French Guiana,1966,NA,FALSE
Gabon,1966,NA,FALSE
Gambia,1966,NA,FALSE
Georgia,1966,NA,FALSE
Germany,1966,NA,FALSE
Ghana,1966,NA,FALSE
Gibraltar,1966,NA,FALSE
Greece,1966,NA,FALSE
Greenland,1966,NA,FALSE
Grenada,1966,NA,FALSE
Guadeloupe,1966,NA,FALSE
Guam,1966,NA,FALSE
Guatemala,1966,NA,FALSE
Guinea,1966,NA,FALSE
Guinea-Bissau,1966,NA,FALSE
Guyana,1966,NA,FALSE
Haiti,1966,NA,FALSE
Honduras,1966,NA,FALSE
Hong Kong,1966,NA,FALSE
Hungary,1966,NA,FALSE
Iceland,1966,NA,FALSE
India,1966,NA,FALSE
Indonesia,1966,NA,FALSE
Iran,1966,NA,FALSE
Iraq,1966,NA,FALSE
Ireland,1966,1325,FALSE
Israel,1966,NA,FALSE
Italy,1966,NA,FALSE
Ivory Coast,1966,NA,FALSE
Jamaica,1966,NA,FALSE
Japan,1966,NA,FALSE
Jordan,1966,NA,FALSE
Kazakhstan,1966,NA,FALSE
Kenya,1966,NA,FALSE
Khmer Republic,1966,NA,FALSE
Kiribati,1966,NA,FALSE
Kosovo,1966,NA,FALSE
Kurdistan,1966,NA,FALSE
Kuwait,1966,NA,FALSE
Kyrgyzstan,1966,NA,FALSE
Laos,1966,NA,FALSE
Latvia,1966,NA,FALSE
Lebanon,1966,NA,FALSE
Lesotho,1966,NA,FALSE
Liberia,1966,NA,FALSE
Libya,1966,NA,FALSE
Liechtenstein,1966,NA,FALSE
Lithuania,1966,NA,FALSE
Luxembourg,1966,NA,FALSE
Macao,1966,NA,FALSE
Macedonia,1966,NA,FALSE
Madagascar,1966,NA,FALSE
Malawi,1966,NA,FALSE
Malaya,1966,NA,FALSE
Malaysia,1966,NA,FALSE
Maldives,1966,NA,FALSE
Mali,1966,NA,FALSE
Malta,1966,NA,FALSE
Marshall Islands,1966,NA,FALSE
Martinique,1966,NA,FALSE
Mauritania,1966,NA,FALSE
Mauritius,1966,NA,FALSE
Mayotte,1966,NA,FALSE
Mexico,1966,NA,FALSE
Moldova,1966,NA,FALSE
Monaco,1966,NA,FALSE
Mongolia,1966,NA,FALSE
Montenegro,1966,NA,FALSE
Montserrat,1966,NA,FALSE
Morocco,1966,NA,FALSE
Mozambique,1966,NA,FALSE
Myanmar,1966,NA,FALSE
Namibia,1966,NA,FALSE
Nepal,1966,NA,FALSE
Netherlands,1966,NA,FALSE
Netherlands Antilles,1966,NA,FALSE
New Caledonia,1966,NA,FALSE
New Zealand,1966,NA,FALSE
Nicaragua,1966,NA,FALSE
Niger,1966,NA,FALSE
Nigeria,1966,NA,FALSE
Niue,1966,NA,FALSE
North Korea,1966,NA,FALSE
North Macedonia,1966,NA,FALSE
North Vietnam,1966,NA,FALSE
North Yemen,1966,NA,FALSE
Northern Cyprus,1966,NA,FALSE
Northern Ireland,1966,NA,FALSE
Northern Mariana Islands,1966,NA,FALSE
Northern Rhodesia,1966,NA,FALSE
Norway,1966,NA,FALSE
Oman,1966,NA,FALSE
Pakistan,1966,NA,FALSE
Palau,1966,NA,FALSE
Palestine,1966,NA,FALSE
Palestine,1966,NA,FALSE
Panama,1966,NA,FALSE
Papua New Guinea,1966,NA,FALSE
Paraguay,1966,NA,FALSE
Peru,1966,NA,FALSE
Philippines,1966,NA,FALSE
Poland,1966,NA,FALSE
Portugal,1966,NA,FALSE
Puerto Rico,1966,NA,FALSE
Qatar,1966,NA,FALSE
Reunion,1966,NA,FALSE
Romania,1966,NA,FALSE
Russia,1966,NA,FALSE
Rwanda,1966,NA,FALSE
Saba,1966,NA,FALSE
Saint Barthelemy,1966,NA,FALSE
Saint Kitts and Nevis,1966,NA,FALSE
Saint Lucia,1966,NA,FALSE
Saint Martin,1966,NA,FALSE
Saint Pierre and Miquelon,1966,NA,FALSE
Saint Vincent and the Grenadines,1966,NA,FALSE
Samoa,1966,NA,FALSE
San Marino,1966,NA,FALSE
Sao Tome and Principe,1966,NA,FALSE
Saudi Arabia,1966,NA,FALSE
Scotland,1966,1991,FALSE
Senegal,1966,NA,FALSE
Serbia,1966,NA,FALSE
Serbia and Montenegro,1966,NA,FALSE
Seychelles,1966,NA,FALSE
Sierra Leone,1966,NA,FALSE
Singapore,1966,NA,FALSE
Sint Eustatius,1966,NA,FALSE
Sint Maarten,1966,NA,FALSE
Slovakia,1966,NA,FALSE
Slovenia,1966,NA,FALSE
Solomon Islands,1966,NA,FALSE
Somalia,1966,NA,FALSE
Somaliland,1966,NA,FALSE
South Africa,1966,NA,FALSE
South Korea,1966,NA,FALSE
South Sudan,1966,NA,FALSE
South Vietnam,1966,NA,FALSE
South Yemen,1966,NA,FALSE
Southern Rhodesia,1966,NA,FALSE
Soviet Union,1966,NA,FALSE
Spain,1966,NA,FALSE
Sri Lanka,1966,NA,FALSE
Sudan,1966,NA,FALSE
Surinam,1966,NA,FALSE
Suriname,1966,NA,FALSE
Swaziland,1966,NA,FALSE
Sweden,1966,NA,FALSE
Switzerland,1966,NA,FALSE
Syria,1966,NA,FALSE
Tahiti,1966,NA,FALSE
Taiwan,1966,NA,FALSE
Tajikistan,1966,NA,FALSE
Tanganyika,1966,NA,FALSE
Tanzania,1966,NA,FALSE
Thailand,1966,NA,FALSE
Tibet,1966,NA,FALSE
Togo,1966,NA,FALSE
Tonga,1966,NA,FALSE
Trinidad and Tobago,1966,NA,FALSE
Tunisia,1966,NA,FALSE
Turkey,1966,NA,FALSE
Turkmenistan,1966,NA,FALSE
Turks and Caicos Islands,1966,NA,FALSE
Tuvalu,1966,NA,FALSE
Uganda,1966,NA,FALSE
Ukraine,1966,NA,FALSE
United Arab Emirates,1966,NA,FALSE
United Arab Republic,1966,NA,FALSE
United States,1966,NA,FALSE
Upper Volta,1966,NA,FALSE
Uruguay,1966,NA,FALSE
US Virgin Islands,1966,NA,FALSE
Uzbekistan,1966,NA,FALSE
Vanuatu,1966,NA,FALSE
Vatican,1966,NA,FALSE
Venezuela,1966,NA,FALSE
Vietnam,1966,NA,FALSE
Wales,1966,1439,FALSE
Wallis and Futuna,1966,NA,FALSE
West Germany,1966,NA,FALSE
Western Sahara,1966,NA,FALSE
Yemen,1966,NA,FALSE
Yugoslavia,1966,NA,FALSE
Zambia,1966,NA,FALSE
Zanzibar,1966,NA,FALSE
Zimbabwe,1966,NA,FALSE
Afghanistan,1970,NA,FALSE
Albania,1970,NA,FALSE
Algeria,1970,NA,FALSE
Andorra,1970,NA,FALSE
Angola,1970,NA,FALSE
Anguilla,1970,NA,FALSE
Antigua and Barbuda,1970,NA,FALSE
Argentina,1970,NA,FALSE
Armenia,1970,NA,FALSE
Aruba,1970,NA,FALSE
Australia,1970,NA,FALSE
Austria,1970,NA,FALSE
Azerbaijan,1970,NA,FALSE
Bahamas,1970,NA,FALSE
Bahrain,1970,NA,FALSE
Bangladesh,1970,NA,FALSE
Barbados,1970,NA,FALSE
Belarus,1970,NA,FALSE
Belgium,1970,NA,FALSE
Belize,1970,NA,FALSE
Benin,1970,NA,FALSE
Bermuda,1970,NA,FALSE
Bhutan,1970,NA,FALSE
Bolivia,1970,NA,FALSE
Bolivia,1970,NA,FALSE
Bonaire,1970,NA,FALSE
Bosnia and Herzegovina,1970,NA,FALSE
Botswana,1970,NA,FALSE
Brazil,1970,NA,FALSE
British Guiana,1970,NA,FALSE
British Virgin Islands,1970,NA,FALSE
Brunei,1970,NA,FALSE
Bulgaria,1970,NA,FALSE
Burkina Faso,1970,NA,FALSE
Burma,1970,NA,FALSE
Burundi,1970,NA,FALSE
Cambodia,1970,NA,FALSE
Cameroon,1970,NA,FALSE
Canada,1970,NA,FALSE
Cape Verde,1970,NA,FALSE
Cayman Islands,1970,NA,FALSE
Central African Republic,1970,NA,FALSE
Ceylon,1970,NA,FALSE
Chad,1970,NA,FALSE
Chagos Islands,1970,NA,FALSE
Chile,1970,NA,FALSE
China,1970,NA,FALSE
Christmas Island,1970,NA,FALSE
Cocos Islands,1970,NA,FALSE
Colombia,1970,NA,FALSE
Comoros,1970,NA,FALSE
Congo,1970,NA,FALSE
Congo-Brazzaville,1970,NA,FALSE
Cook Islands,1970,NA,FALSE
Costa Rica,1970,NA,FALSE
Croatia,1970,NA,FALSE
Cuba,1970,NA,FALSE
Curaçao,1970,NA,FALSE
Cyprus,1970,NA,FALSE
Czechia,1970,NA,FALSE
Czechoslovakia,1970,NA,FALSE
Dahomey,1970,NA,FALSE
Democratic Republic of Congo,1970,NA,FALSE
Denmark,1970,NA,FALSE
Djibouti,1970,NA,FALSE
Dominica,1970,NA,FALSE
Dominican Republic,1970,NA,FALSE
East Germany,1970,NA,FALSE
East Timor,1970,NA,FALSE
Eastern Samoa,1970,NA,FALSE
Ecuador,1970,NA,FALSE
Egypt,1970,NA,FALSE
El Salvador,1970,NA,FALSE
England,1970,2050,FALSE
Equatorial Guinea,1970,NA,FALSE
Eritrea,1970,NA,FALSE
Estonia,1970,NA,FALSE
Eswatini,1970,NA,FALSE
Ethiopia,1970,NA,FALSE
Falkland Islands,1970,NA,FALSE
Faroe Islands,1970,NA,FALSE
Federated States of Micronesia,1970,NA,FALSE
Fiji,1970,NA,FALSE
Finland,1970,NA,FALSE
France,1970,NA,FALSE
French Guiana,1970,NA,FALSE
Gabon,1970,NA,FALSE
Gambia,1970,NA,FALSE
Georgia,1970,NA,FALSE
Germany,1970,NA,FALSE
Ghana,1970,NA,FALSE
Gibraltar,1970,NA,FALSE
Greece,1970,NA,FALSE
Greenland,1970,NA,FALSE
Grenada,1970,NA,FALSE
Guadeloupe,1970,NA,FALSE
Guam,1970,NA,FALSE
Guatemala,1970,NA,FALSE
Guinea,1970,NA,FALSE
Guinea-Bissau,1970,NA,FALSE
Guyana,1970,NA,FALSE
Haiti,1970,NA,FALSE
Honduras,1970,NA,FALSE
Hong Kong,1970,NA,FALSE
Hungary,1970,NA,FALSE
Iceland,1970,NA,FALSE
India,1970,NA,FALSE
Indonesia,1970,NA,FALSE
Iran,1970,NA,FALSE
Iraq,1970,NA,FALSE
Ireland,1970,1325,FALSE
Israel,1970,NA,FALSE
Italy,1970,NA,FALSE
Ivory Coast,1970,NA,FALSE
Jamaica,1970,NA,FALSE
Japan,1970,NA,FALSE
Jordan,1970,NA,FALSE
Kazakhstan,1970,NA,FALSE
Kenya,1970,NA,FALSE
Khmer Republic,1970,NA,FALSE
Kiribati,1970,NA,FALSE
Kosovo,1970,NA,FALSE
Kurdistan,1970,NA,FALSE
Kuwait,1970,NA,FALSE
Kyrgyzstan,1970,NA,FALSE
Laos,1970,NA,FALSE
Latvia,1970,NA,FALSE
Lebanon,1970,NA,FALSE
Lesotho,1970,NA,FALSE
Liberia,1970,NA,FALSE
Libya,1970,NA,FALSE
Liechtenstein,1970,NA,FALSE
Lithuania,1970,NA,FALSE
Luxembourg,1970,NA,FALSE
Macao,1970,NA,FALSE
Macedonia,1970,NA,FALSE
Madagascar,1970,NA,FALSE
Malawi,1970,NA,FALSE
Malaya,1970,NA,FALSE
Malaysia,1970,NA,FALSE
Maldives,1970,NA,FALSE
Mali,1970,NA,FALSE
Malta,1970,NA,FALSE
Marshall Islands,1970,NA,FALSE
Martinique,1970,NA,FALSE
Mauritania,1970,NA,FALSE
Mauritius,1970,NA,FALSE
Mayotte,1970,NA,FALSE
Mexico,1970,NA,FALSE
Moldova,1970,NA,FALSE
Monaco,1970,NA,FALSE
Mongolia,1970,NA,FALSE
Montenegro,1970,NA,FALSE
Montserrat,1970,NA,FALSE
Morocco,1970,NA,FALSE
Mozambique,1970,NA,FALSE
Myanmar,1970,NA,FALSE
Namibia,1970,NA,FALSE
Nepal,1970,NA,FALSE
Netherlands,1970,NA,FALSE
Netherlands Antilles,1970,NA,FALSE
New Caledonia,1970,NA,FALSE
New Zealand,1970,NA,FALSE
Nicaragua,1970,NA,FALSE
Niger,1970,NA,FALSE
Nigeria,1970,NA,FALSE
Niue,1970,NA,FALSE
North Korea,1970,NA,FALSE
North Macedonia,1970,NA,FALSE
North Vietnam,1970,NA,FALSE
North Yemen,1970,NA,FALSE
Northern Cyprus,1970,NA,FALSE
Northern Ireland,1970,NA,FALSE
Northern Mariana Islands,1970,NA,FALSE
Northern Rhodesia,1970,NA,FALSE
Norway,1970,NA,FALSE
Oman,1970,NA,FALSE
Pakistan,1970,NA,FALSE
Palau,1970,NA,FALSE
Palestine,1970,NA,FALSE
Palestine,1970,NA,FALSE
Panama,1970,NA,FALSE
Papua New Guinea,1970,NA,FALSE
Paraguay,1970,NA,FALSE
Peru,1970,NA,FALSE
Philippines,1970,NA,FALSE
Poland,1970,NA,FALSE
Portugal,1970,NA,FALSE
Puerto Rico,1970,NA,FALSE
Qatar,1970,NA,FALSE
Reunion,1970,NA,FALSE
Romania,1970,NA,FALSE
Russia,1970,NA,FALSE
Rwanda,1970,NA,FALSE
Saba,1970,NA,FALSE
Saint Barthelemy,1970,NA,FALSE
Saint Kitts and Nevis,1970,NA,FALSE
Saint Lucia,1970,NA,FALSE
Saint Martin,1970,NA,FALSE
Saint Pierre and Miquelon,1970,NA,FALSE
Saint Vincent and the Grenadines,1970,NA,FALSE
Samoa,1970,NA,FALSE
San Marino,1970,NA,FALSE
Sao Tome and Principe,1970,NA,FALSE
Saudi Arabia,1970,NA,FALSE
Scotland,1970,1991,FALSE
Senegal,1970,NA,FALSE
Serbia,1970,NA,FALSE
Serbia and Montenegro,1970,NA,FALSE
Seychelles,1970,NA,FALSE
Sierra Leone,1970,NA,FALSE
Singapore,1970,NA,FALSE
Sint Eustatius,1970,NA,FALSE
Sint Maarten,1970,NA,FALSE
Slovakia,1970,NA,FALSE
Slovenia,1970,NA,FALSE
Solomon Islands,1970,NA,FALSE
Somalia,1970,NA,FALSE
Somaliland,1970,NA,FALSE
South Africa,1970,NA,FALSE
South Korea,1970,NA,FALSE
South Sudan,1970,NA,FALSE
South Vietnam,1970,NA,FALSE
South Yemen,1970,NA,FALSE
Southern Rhodesia,1970,NA,FALSE
Soviet Union,1970,NA,FALSE
Spain,1970,NA,FALSE
Sri Lanka,1970,NA,FALSE
Sudan,1970,NA,FALSE
Surinam,1970,NA,FALSE
Suriname,1970,NA,FALSE
Swaziland,1970,NA,FALSE
Sweden,1970,NA,FALSE
Switzerland,1970,NA,FALSE
Syria,1970,NA,FALSE
Tahiti,1970,NA,FALSE
Taiwan,1970,NA,FALSE
Tajikistan,1970,NA,FALSE
Tanganyika,1970,NA,FALSE
Tanzania,1970,NA,FALSE
Thailand,1970,NA,FALSE
Tibet,1970,NA,FALSE
Togo,1970,NA,FALSE
Tonga,1970,NA,FALSE
Trinidad and Tobago,1970,NA,FALSE
Tunisia,1970,NA,FALSE
Turkey,1970,NA,FALSE
Turkmenistan,1970,NA,FALSE
Turks and Caicos Islands,1970,NA,FALSE
Tuvalu,1970,NA,FALSE
Uganda,1970,NA,FALSE
Ukraine,1970,NA,FALSE
United Arab Emirates,1970,NA,FALSE
United Arab Republic,1970,NA,FALSE
United States,1970,NA,FALSE
Upper Volta,1970,NA,FALSE
Uruguay,1970,NA,FALSE
US Virgin Islands,1970,NA,FALSE
Uzbekistan,1970,NA,FALSE
Vanuatu,1970,NA,FALSE
Vatican,1970,NA,FALSE
Venezuela,1970,NA,FALSE
Vietnam,1970,NA,FALSE
Wales,1970,1439,FALSE
Wallis and Futuna,1970,NA,FALSE
West Germany,1970,NA,FALSE
Western Sahara,1970,NA,FALSE
Yemen,1970,NA,FALSE
Yugoslavia,1970,NA,FALSE
